cliente;cpf_cnpj;uf;porte_do_cliente;natureza_do_cliente;setor_cnae;data_da_contratacao;valor_desembolsado_reais;juros;prazo_amortizacao_meses;situacao_da_operacao
STM - SERVICOS DE TRANSPORTES MUNICIPAL LTDA;**.*87.243/0001-**; PE;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2024-07-23;288000,0;16,92;60;ATIVA
FARMACIA DOS ANIMAIS LTDA - ME;**.*69.178/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-12-27;25000,0;4,0;114;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-30;3000,0;8,75;60;LIQUIDADA
EMPRESA AUTO VIACAO PROGRESSO LTDA;**.*88.677/0001-**; BA;GRANDE;PRIVADA;COMERCIO E SERVICOS;2008-10-28;530880,0;2,9;36;LIQUIDADA
EXPRESSO JFW TRANSPORTES LTDA;**.*62.135/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-03-24;30000,0;2,31;54;LIQUIDADA
VERA CRUZ TRANSPORTE E TURISMO LTDA.;**.*36.742/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2011-02-17;393400,0;8,0;45;LIQUIDADA
AGROSALTO IMPORTACAO E EXPORTACAO LTDA;**.*94.099/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2009-11-23;290000,0;4,5;72;LIQUIDADA
VINICOLA CASA RODRIGUES LTDA;**.*37.397/0001-**; RS;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-01-13;35000,0;8,7;96;LIQUIDADA
METALURGICA E CONSTRUTORA IMF LTDA;**.*71.579/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-08-07;20000,0;1,51;119;ATIVA
PRIMUS INCORPORACAO E CONSTRUCAO LTDA;**.*26.313/0001-**; MT;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2012-09-11;110000,0;5,5;57;LIQUIDADA
VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A;**.*73.000/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2017-01-06;61493,0;5,3;36;LIQUIDADA
GUGLIELMI TRANSPORTES RODOVIARIOS LTDA;**.*46.945/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2009-06-18;80100,0;4,4;48;LIQUIDADA
MINERACAO JOAO VAZ SOBRINHO LTDA;**.*51.683/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2005-01-07;161880,0;4,0;36;LIQUIDADA
YOKI ALIMENTOS S/A;**.*86.558/0001-**; MG;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-02-23;153600,0;5,5;60;LIQUIDADA
FRANCISCON INFRAESTRUTURA LTDA;**.*27.056/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2026-03-11;360000,0;11,59;57;ATIVA
RODOVIARIO MORADA DO SOL LTDA;**.*54.460/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2010-01-12;95400,0;6,0;54;LIQUIDADA
EXPRESSO NEPOMUCENO S/A;**.*68.927/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2016-04-22;295680,0;5,0;54;LIQUIDADA
TRANSPORTES RAFINHA LTDA                     (11861348);**.*61.348/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2024-01-03;50000,0;15,68;60;ATIVA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2007-11-06;6000,0;2,0;60;LIQUIDADA
ROYALLE TRANSPORTES RODOVIARIOS LTDA;**.*07.847/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-10-14;380000,0;8,0;54;LIQUIDADA
COTIGUAR INDUSTRIA PLASTICA LTDA;**.*38.361/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-07-07;30600,0;5,4;54;LIQUIDADA
CASAMAR DISTRIBUIDORA DE MATERIAIS DE CONSTRUCAO LTDA;**.*98.866/0001-**; MT;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2016-05-23;20640,0;5,6;54;LIQUIDADA
BIG FRIOS DISTRIBUIDORA DE ALIMENTOS LTDA - ME;**.*21.976/0001-**; MS;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-10-04;96600,0;4,1;57;LIQUIDADA
MAIS ALIMENTOS LTDA ME;**.*59.586/0001-**; ES;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-08-12;14500,0;3,0;54;LIQUIDADA
APIUNA FLORESTAL LTDA.;**.*10.200/0001-**; SC;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-09-08;62300,0;8,7;54;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2007-09-26;8050,0;2,0;84;LIQUIDADA
TRANSPORTADORA PRA FRENTE BRASIL LTDA;**.*74.840/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2011-07-19;58500,0;2,9;54;LIQUIDADA
RIMA INDUSTRIAL S/A;**.*79.158/0001-**; MG;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-02-09;93456,0;5,5;54;LIQUIDADA
BANCO DO ESTADO DO RIO GRANDE DO SUL SA;**.*02.067/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2009-09-22;7000,0;2,0;96;LIQUIDADA
BIL - BREDA IRRIGACAO E TERRAPLENAGEM LTDA;**.*56.733/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2002-12-04;55360,0;6,0;48;LIQUIDADA
GIOVANI ARNOLD ALMEIDA;**.*57.806/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-03-27;39200,0;17,83;57;LIQUIDADA
TRANSPORTES RODO ALVES LTDA.;**.*23.549/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-05-18;114600,0;3,9;57;LIQUIDADA
FRANCISCO GABRIEL JUNIOR;**.*71.108/0001-**; CE;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-06-10;10500,0;5,4;57;LIQUIDADA
M DO CARMO DA SILVA MAT CONSTRUCAO ME;**.*81.384/0001-**; BA;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-11-28;148000,0;2,5;57;LIQUIDADA
AMILTON ALBERTINAZZI;**.*08.068/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-06-15;124800,0;4,5;57;LIQUIDADA
ACOS VILLARES S/A.;**.*64.810/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2008-09-18;14325,0;0,9;48;LIQUIDADA
ISOCOR COMERCIO E INDUSTRIA DE TINTAS LTDA;**.*79.363/0001-**; BA;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-08-21;94590,0;6,0;57;LIQUIDADA
MAZDA EMBALAGENS LTDA;**.*35.272/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-12-18;720000,0;6,0;48;LIQUIDADA
LABORATORIO GLOBO SA;**.*15.437/0001-**; MG;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-11-14;84000,0;4,5;54;LIQUIDADA
MELKOR SERVICE COMERCIO DE PRODUTOS ANTICORROSIVOS LTDA;**.*70.564/0001-**; SP;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2020-05-29;150000,0;4,29;36;LIQUIDADA
CEREAIS ITAPUA LTDA;**.*53.898/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-12-27;240000,0;4,0;54;LIQUIDADA
VIACAO SAO JOSE LTDA                         (30741805);**.*41.805/0001-**; RJ;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2022-07-15;341460,0;15,46;42;ATIVA
PEDRAMON LTDA;**.*80.512/0001-**; MG;MICRO;PRIVADA;INDUSTRIA EXTRATIVA;2004-01-22;17100,0;6,5;60;LIQUIDADA
JSL S.A.;**.*48.435/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-08-08;73250,0;2,15;48;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-15;1000,0;8,75;36;LIQUIDADA
VIDEPLAST EMBALAGENS PLASTICAS LTDA;**.*34.836/0001-**; MT;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-02-21;357600,0;6,0;54;LIQUIDADA
INDUSTRIA DE POLPAS E CONSERVAS VAL LTDA;**.*41.902/0001-**; SP;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2008-05-13;160000,0;2,5;54;LIQUIDADA
TRANSPORTES ZENATTI E GARLET LTDA;**.*66.497/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-03-18;175500,0;4,5;89;LIQUIDADA
BRANDAO TURISMO LTDA;**.*09.037/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-11-16;183860,0;6,5;54;LIQUIDADA
TRANSPORTES RASADOR LTDA;**.*81.039/0001-**; RS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2007-12-13;150000,0;2,3;36;LIQUIDADA
COMERCIO DE CEREAIS BELO MILHO LTDA;**.*12.278/0001-**; RS;PEQUENA;PRIVADA;AGROPECUÁRIA E PESCA;2012-06-01;41400,0;5,5;84;LIQUIDADA
METALURGICA JONEVALE LTDA;**.*03.653/0001-**; RS;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2024-07-29;750000,0;9,78;48;ATIVA
NOVE EIXOS TRANSPORTES LTDA;**.*14.158/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2022-08-16;770000,0;15,0;36;LIQUIDADA
GECCOM CONSTRUTORA LTDA;**.*96.777/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-11-22;186381,0;10,0;54;LIQUIDADA
BANCO BRADESCO S.A.;**.*46.948/0001-**; GO;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-03-09;20000,0;8,75;48;LIQUIDADA
L.SOUZA MARTINS;**.*30.957/0001-**; BA;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2022-04-12;50000,0;22,73;37;LIQUIDADA
TECHOLEO SERVICOS E ANALISES TECNICAS LTDA;**.*49.789/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2022-10-31;754685,0;16,81;57;ATIVA
WAGNER DE BRITO;**.*19.334/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2023-08-16;75000,0;18,49;57;ATIVA
EMPREENDIMENTOS RODEIRO S/A;**.*78.616/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2011-09-28;105000,0;2,4;48;LIQUIDADA
RICARDO JOSE DO NASCIMENTO;**.*13.998/0001-**; PE;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-11-24;150400,0;8,0;57;LIQUIDADA
STEMAC SA GRUPOS GERADORES EM RECUPERACAO JUDICIAL;**.*53.268/0001-**; RS;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2010-05-07;2607402,0;4,5;15;LIQUIDADA
S M D J TRANSPORTES S/C LTDA;**.*06.125/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2006-11-22;34880,0;3,0;24;LIQUIDADA
FRIGORIFICO VERDI LTDA;**.*41.066/0001-**; SC;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2013-11-25;108745,0;3,5;96;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2005-06-20;1500,0;8,75;36;LIQUIDADA
MESTRE MARCENEIRO LTDA;**.*78.141/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2016-01-15;81200,0;3,82;57;LIQUIDADA
M J DA SILVA PECAS E ACESSORIOS PARA VEICULOS;**.*61.804/0001-**; RO;MICRO;PRIVADA;COMERCIO E SERVICOS;2025-11-25;1500,0;17,11;21;ATIVA
BENTO BISPO DOS SANTOS ME;**.*43.249/0001-**; BA;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-05-16;246330,0;6,0;57;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2005-06-20;8700,0;8,75;60;LIQUIDADA
ATYVUS CONTABILIDADE LTDA;**.*21.006/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-09-23;300000,0;20,82;54;ATIVA
IGUATEMI CONSTRUCOES LTDA;**.*73.346/0001-**; BA;MICRO;PRIVADA;COMERCIO E SERVICOS;2003-06-02;21458,0;10,0;9;LIQUIDADA
RODOTANQUE TRANSPORTES RODOVIARIO LTDA ME;**.*58.271/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-02-06;122796,0;7,0;57;LIQUIDADA
BANCO DO ESTADO DO RIO GRANDE DO SUL SA;**.*02.067/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-30;17822,0;8,75;36;LIQUIDADA
MARASCA COMERCIO DE CEREAIS LTDA;**.*06.747/0001-**; RS;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-02-10;160000,0;8,0;33;LIQUIDADA
L. C. BRANCHER & CIA LTDA;**.*23.558/0001-**; MT;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2017-05-05;120000,0;8,0;30;LIQUIDADA
M K LOCACAO DE MAQUINAS LTDA;**.*59.649/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-05-03;34795,0;5,9;57;LIQUIDADA
SAMAUMA LOCACAO E FRETAMENTO DE VEICULOS LTDA;**.*25.840/0001-**; PA;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2014-03-25;332500,0;4,6;36;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; SC;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-02;5000,0;4,0;48;LIQUIDADA
COTRIJUC - COOPERATIVA AGROPECUARIA JULIO DE CASTILHOS;**.*23.168/0001-**; RS;GRANDE;PRIVADA;COMERCIO E SERVICOS;2013-02-01;63393,0;3,0;54;LIQUIDADA
FCC - INDUSTRIA E COMERCIO LTDA.;**.*81.950/0001-**; BA;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2025-07-22;15000000,0;1,96;6;ATIVA
ROTA SUL DISTRIBUIDORA DE ALIMENTOS LTDA;**.*95.418/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-04-17;77490,0;5,9;54;LIQUIDADA
CERAMICA PADRE VITOR LTDA ME;**.*14.525/0001-**; MG;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2013-07-24;34000,0;3,0;54;LIQUIDADA
CATARINENSE DISTRIBUIDORA DE ABRASIVOS LEONESSA LTDA;**.*36.789/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2026-03-30;5000,0;2,99;60;ATIVA
PATURI PISCICULTURA AGROINDUSTRIAL LTDA;**.*02.559/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-05-09;135000,0;6,0;57;LIQUIDADA
BETINARDI TERRAPLENAGEM LTDA;**.*56.161/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-02-12;412000,0;4,4;36;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; PR;GRANDE;PRIVADA;AGROPECUÁRIA E PESCA;2010-12-17;107745,0;1,5;11;LIQUIDADA
CONSTRUTORA TRIUNFO S/A;**.*55.532/0001-**; PR;GRANDE;PRIVADA;COMERCIO E SERVICOS;2012-12-20;2467200,0;2,5;54;LIQUIDADA
BARCELLOS OPERADOR LOGISTICO INTERNACIONAL LTDA;**.*36.478/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2026-06-22;;13,87;57;ATIVA
AGNALDO FRANCISCO DE OLIVERIA E CIA LTDA.;**.*71.271/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2016-06-30;196000,0;5,9;54;LIQUIDADA
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;**.*16.560/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2006-10-24;18000,0;3,0;60;LIQUIDADA
VIDRACARIA CENTRAL LTDA;**.*80.351/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-06-15;64000,0;10,0;54;LIQUIDADA
ABREU E FRANCA LTDA;**.*96.494/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-01-22;62400,0;7,0;57;LIQUIDADA
BLUMOB CONCESSIONARIA DE TRANSPORTE URBANO DE BLUMENAU;**.*74.241/0001-**; SC;GRANDE;PRIVADA;COMERCIO E SERVICOS;2017-08-09;354375,0;3,29;66;LIQUIDADA
MARCIELE TREVISOL E CIA LTDA;**.*14.028/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-02-27;19872,0;6,0;54;LIQUIDADA
TW TRANSPORTES E LOGISTICA LTDA;**.*17.697/0001-**; RS;GRANDE;PRIVADA;COMERCIO E SERVICOS;2015-09-21;300038,0;17,64;57;LIQUIDADA
EDIVALDO JOSE ROSA -ME;**.*11.450/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-10-08;200000,0;4,5;48;LIQUIDADA
GERDAU ACOMINAS S/A;**.*27.422/0001-**; MG;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2009-01-30;69720,0;2,2;96;LIQUIDADA
VILASA CONSTRUTORA S/A.;**.*51.250/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2006-07-17;1045000,0;2,7;30;LIQUIDADA
POLI PREM CONSTRUTORA E INCORPORADORA LTDA;**.*22.501/0001-**; SP;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2006-09-14;152000,0;6,3;48;LIQUIDADA
FRANCO & FRANCO IND. COM. E LOC. LTDA ME;**.*27.630/0001-**; GO;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-06-20;166500,0;6,5;54;LIQUIDADA
FORMANF MECANICA LTDA;**.*03.715/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2023-09-27;40000,0;18,32;36;ATIVA
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;**.*16.560/0001-**; SC;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2008-05-07;5955,0;2,0;96;LIQUIDADA
LAJETUBOS ARTEFATOS E SERVICOS LTDA EPP;**.*67.742/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-04-28;158548,0;9,5;57;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2002-03-05;2390,0;4,0;84;LIQUIDADA
NANGE CONFECCOES LTDA;**.*11.928/0001-**; SC;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-12-07;700000,0;3,4;30;LIQUIDADA
BS ACESSORIOS LTDA;**.*07.213/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2026-03-02;80000,0;21,81;36;ATIVA
LAVOURA E PECUARIA IGARASHI LTDA;**.*44.733/0001-**; BA;GRANDE;PRIVADA;AGROPECUÁRIA E PESCA;2016-03-22;31807,0;5,5;54;LIQUIDADA
PRECISAO SERVICOS LTDA-ME;**.*63.790/0001-**; GO;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-11-27;46000,0;2,5;57;LIQUIDADA
LENARGE TRANSPORTES E SERVICOS LTDA;**.*70.124/0001-**; RJ;GRANDE;PRIVADA;COMERCIO E SERVICOS;2023-05-19;3984000,0;2,41;57;ATIVA
DIMENSAO SERVICOS LOGISTICOS E PORTUARIO LTDA;**.*25.236/0001-**; MA;GRANDE;PRIVADA;COMERCIO E SERVICOS;2013-11-05;308700,0;3,5;57;LIQUIDADA
USINAS SIDERURGICAS DE MINAS GERAIS S/A. USIMINAS;**.*94.730/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-05-18;264510,0;8,7;15;LIQUIDADA
USINA DE ACUCAR SANTA TEREZINHA LTDA;**.*17.355/0001-**; PR;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-02-07;25410,0;4,7;72;LIQUIDADA
SPEED KIDS INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS L;**.*55.276/0001-**; SP;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2010-05-31;79882,0;4,5;48;LIQUIDADA
VERMELHAO COMERCIO DE COMBUSTIVEL LTDA ME;**.*45.407/0001-**; PE;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-11-30;187600,0;5,6;57;LIQUIDADA
ACUCAREIRA QUATA S/A;**.*55.574/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2013-02-20;64800,0;3,0;36;LIQUIDADA
COLEGIO DINAMICO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;**.*00.928/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2022-12-19;264000,0;22,66;48;LIQUIDADA
TRAYMON MODAS LTDA;**.*57.550/0001-**; PR;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2020-12-16;220908,0;6,25;54;LIQUIDADA
PROTEMAX COMERCIO REPRESENTACOES E SERVICOS LTDA;**.*80.314/0001-**; AM;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-07-22;46170,0;5,9;57;LIQUIDADA
EGELTE ENGENHARIA LTDA;**.*84.669/0001-**; MS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2005-11-16;283500,0;3,5;42;LIQUIDADA
AUTO POSTO LUCENA 2 COMERCIO DE COMBUSTIVEIS LTDA;**.*82.626/0001-**; PE;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-10-24;600000,0;22,53;57;ATIVA
L. ADELINO DE FARIAS - ME;**.*30.748/0001-**; PE;MICRO;PRIVADA;COMERCIO E SERVICOS;2009-11-13;170000,0;7,0;57;LIQUIDADA
SERRAMIX SERVICOS DE CONCRETAGEM LTDA;**.*44.454/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-09-25;169000,0;4,0;54;LIQUIDADA
CERAMICA GYOTOKU LTDA;**.*02.431/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2002-07-03;417674,0;9,0;48;LIQUIDADA
M T COUROS E ACESSORIOS PARA VEICULOS LTDA ME;**.*68.555/0001-**; ES;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-08-21;178000,0;4,5;107;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-23;8064,0;8,75;60;LIQUIDADA
BANCO DO ESTADO DO RIO GRANDE DO SUL SA;**.*02.067/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2002-06-03;2450,0;4,0;60;ATIVA
RODOLATINA LOGISTICA E TRANSPORTES LTDA;**.*44.858/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2008-08-05;300000,0;2,5;54;LIQUIDADA
LEOMAR BARBOSA DE MEDEIROS ME;**.*09.721/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-10-03;54900,0;3,08;54;LIQUIDADA
FERNANDO GATELLI & CIA LTDA;**.*26.637/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2024-11-04;880000,0;2,53;30;ATIVA
BANCO DO ESTADO DO RIO GRANDE DO SUL SA;**.*02.067/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2002-06-20;2162,0;4,0;60;ATIVA
RETRANS RECICLAGEM E TRANSPORTE LTDA;**.*72.511/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-12-23;94500,0;4,1;57;LIQUIDADA
PAULO NUNES BAIANO;**.*89.480/0001-**; GO;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2009-10-13;200000,0;7,0;90;LIQUIDADA
BANCO SANTANDER (BRASIL) S.A.;**.*00.888/0001-**; SP;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2006-01-07;200000,0;8,75;48;LIQUIDADA
LOUZAM COMERCIO IMPORTACAO E EXPORTACAO LTDA;**.*61.575/0001-**; MS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-03-17;8000,0;20,21;57;ATIVA
COMPREX COMPRESSORES E SERVICOS LTDA;**.*78.013/0001-**; ES;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2013-04-18;570000,0;3,0;57;LIQUIDADA
FLORESTA S/A ACUCAR E ALCOOL;**.*48.772/0001-**; GO;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-01-10;676800,0;4,0;114;LIQUIDADA
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;**.*16.560/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2003-05-16;15000,0;4,0;78;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2007-03-14;3020,0;3,0;48;LIQUIDADA
NILTON WEILER COMERCIO DE COMBUSTIVEIS LTDA;**.*44.536/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2013-10-24;208700,0;3,0;57;LIQUIDADA
TRANSPORTES ALMERIA LTDA;**.*81.507/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2010-06-11;112000,0;7,0;33;LIQUIDADA
TRANSAGIL TRANSPORTE E LOCACAO DE VEICULOS LTDA;**.*55.180/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-02-07;86400,0;3,0;33;LIQUIDADA
F F PALAZZI & CIA LTDA;**.*69.161/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2013-03-13;2430,0;2,5;66;LIQUIDADA
AUTOBIOGRAFIA COMERCIO DE PRODUTOS AUTOMOTIVOS LTDA;**.*16.661/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2025-10-14;79000,0;23,08;70;ATIVA
USINAS SIDERURGICAS DE MINAS GERAIS S/A. USIMINAS;**.*94.730/0001-**; MG;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2008-04-18;285750,0;1,1;54;LIQUIDADA
EXPRESSO HERCULES TRANSP. COM. REPRESENTACOES LTDA;**.*61.215/0001-**; RS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2009-08-26;150000,0;7,0;57;LIQUIDADA
